53.3333	-40	0	0	0	0	0	0	0	0	0	0	0	0
-40	91.6667	-113.333	58.3333	0	0	0	0	0	0	0	0	0	0
0	-113.333	506.667	-393.333	0	0	0	0	0	0	0	0	0	0
0	58.3333	-393.333	1185	-1000	150	0	0	0	0	0	0	0	0
0	0	0	-1000	1333.33	-333.333	0	0	0	0	0	0	0	0
0	0	0	150	-333.333	416.667	-266.667	33.3333	0	0	0	0	0	0
0	0	0	0	0	-266.667	533.333	-266.667	0	0	0	0	0	0
0	0	0	0	0	33.3333	-266.667	378.333	-166.667	21.6667	0	0	0	0
0	0	0	0	0	0	0	-166.667	346.667	-180	0	0	0	0
0	0	0	0	0	0	0	21.6667	-180	295.833	-256.667	119.167	0	0
0	0	0	0	0	0	0	0	0	-256.667	1053.33	-796.667	0	0
0	0	0	0	0	0	0	0	0	119.167	-796.667	869.167	-220	28.3333
0	0	0	0	0	0	0	0	0	0	0	-220	453.333	-233.333
0	0	0	0	0	0	0	0	0	0	0	28.3333	-233.333	205
